"","subjectID","StartDate","LocationLatitude","LocationLongitude","gender","age","education","ethnicity","father_education","mother_education","marital_status","employment_status","children_1","income","parents_income","net_worth","parents_net_worth","housing_status","macarthur_sss","macarthur_sss_parent","job","accomplishments","weight","height","bmi","sat_score","gre_score_verbal","gre_score_quant","gpa_highschool","gpa_undergrad"
"1",1,"2021-10-21 12:52:22","12.9633941650390625","77.58551025390625","Female","20","High school degree or equivalent (e.g. GED)","American Indian or Alaska Native","Doctorate or professional degree (e.g. MD, DDS, PhD)","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","Less than $10,000","$10,000 to $19,999",NA,"Rent","8","6","student","finished a marathon","160",172.72,24.3787842089682,NA,NA,NA,"11",NA
"2",2,"2021-10-21 12:51:24","43.795196533203125","-79.266998291015625","Male","18","High school degree or equivalent (e.g. GED)","Other","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","$40,000 to $49,999","$40,000 to $49,999","$40,000 to $49,999","$40,000 to $49,999","Live with family","5","3","Student","valedictorian, had my writing published multiple times, formed a band and released our first EP, got my G2 license","130",167.64,21.026421550297,NA,NA,NA,"12",NA
"3",3,"2021-10-21 12:41:20","43.665496826171875","-79.42040252685546875","Female","19","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$50,000 to $59,999","Less than $10,000","$100,000 to $149,999","Rent","6","7","student","university scholar","132",160.02,23.4316417234497,NA,NA,NA,"13",NA
"4",4,"2021-10-21 12:44:29","43.665496826171875","-79.42040252685546875","Female","21","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Some college, no degree","Single (never married)","Employed part time (up to 39 hours per week)","0","$10,000 to $19,999","$20,000 to $29,999","$20,000 to $29,999",NA,"Live with family","7","4","Student and library employee","becoming independent","100",152.4,19.5707462121995,NA,NA,NA,"13",NA
"5",5,"2021-10-21 12:42:04","47.57000732421875","-52.78099822998046875","Female","18","High school degree or equivalent (e.g. GED)","Asian","Less than a high school diploma","Less than a high school diploma","Single (never married)","Student","0","Less than $10,000","$80,000 to $89,999","Less than $10,000","$80,000 to $89,999","Live with family","5","4","student","MVP for sports team during High School, Being a member in Junior Achievement, and getting into university.","130",165.1,21.6783650350517,NA,NA,NA,"12",NA
"6",6,"2021-10-21 12:51:57","49.817901611328125","-97.15350341796875","Male","18","High school degree or equivalent (e.g. GED)","Asian","Doctorate or professional degree (e.g. MD, DDS, PhD)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000","$50,000 to $59,999","Less than $10,000","$20,000 to $29,999","Live with family","4","3","Student",NA,"133",172.72,20.2648643737048,NA,NA,NA,"12",NA
"7",7,"2021-10-21 12:50:45","49.1616973876953125","-123.1750030517578125","Female","19","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","$10,000 to $19,999",NA,"$30,000 to $39,999",NA,"Live with family","7","8","Student and employee at a food court restaurant","Graduated high school with honours, got a job, was accepted into a good university","125",165.1,20.8445817644728,NA,NA,NA,"11",NA
"8",8,"2021-10-21 12:43:34","43.6638031005859375","-79.39990234375","Female","18","High school degree or equivalent (e.g. GED)","Black or African American","Doctorate or professional degree (e.g. MD, DDS, PhD)","Doctorate or professional degree (e.g. MD, DDS, PhD)","Single (never married)","Student","0","Less than $10,000","$80,000 to $89,999","$10,000 to $19,999","$1 million to $2 million","Rent","5","6","Student","getting into university, graduating high school with honours compliment","108",157.48,19.7947609971466,NA,NA,NA,"13",NA
"9",9,"2021-10-21 13:15:32","31.5821990966796875","74.329193115234375","Female","19","High school degree or equivalent (e.g. GED)","Other","High school degree or equivalent (e.g. GED)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$10,000 to $19,999","Less than $10,000","$20,000 to $29,999","Live with family","5","6","full time student","getting into my dream university","105",160.02,18.6388059163805,"1400",NA,NA,"13",NA
"10",10,"2021-10-21 12:58:49","43.665496826171875","-79.42040252685546875","Male","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$10,000 to $19,999","$10,000 to $19,999","$100,000 to $149,999","Rent","4","5","student","studies","123",149.86,24.8949337051478,NA,NA,NA,"13",NA
"11",11,"2021-10-21 13:14:40","19.074798583984375","72.8856048583984375","Female","18","High school degree or equivalent (e.g. GED)","Asian","High school degree or equivalent (e.g. GED)","Some college, no degree","Single (never married)","Student","0","$10,000 to $19,999","$30,000 to $39,999","$30,000 to $39,999","$20,000 to $29,999","Live with family","5","5","student","competed in many sports","105",165.1,17.5094486821572,NA,NA,NA,"10",NA
"12",12,"2021-10-21 12:52:59","43.6425933837890625","-79.40019989013671875","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000",NA,"Less than $10,000",NA,"Live with family","4","6","student","high school diploma and volunteering","119",157.48,21.8108940616708,NA,NA,NA,"12",NA
"13",13,"2021-10-21 13:18:19","43.848297119140625","-79.33489990234375","Other","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","$100,000 to $149,999","$100,000 to $149,999","$500,000 to $1 million","$250,000 to $499,999","Live with family","5","4","student","graduated with honours, CPR certified","141",162.56,24.253200139923,NA,NA,NA,"11",NA
"14",14,"2021-10-21 12:53:26","43.749298095703125","-79.39080047607421875","Female","18","High school degree or equivalent (e.g. GED)","White","Associate degree (e.g. AA, AS)","Less than a high school diploma","Single (never married)","Student","0","Less than $10,000","$50,000 to $59,999","Less than $10,000","Less than $10,000","Rent","3","2","student","winning TaeKwon-do tournaments as a child, running cross country in school, learning to play instruments like guitar and bass on my own","160",160.02,28.4019899678179,NA,NA,NA,"13",NA
"15",15,"2021-10-21 13:23:09","43.752197265625","-79.32939910888671875","Female","18","High school degree or equivalent (e.g. GED)","White","Associate degree (e.g. AA, AS)","Associate degree (e.g. AA, AS)","Single (never married)","Student","0","Less than $10,000","$40,000 to $49,999","$10,000 to $19,999","$20,000 to $29,999","Live with family","4","4","student","earned third degree black belt, honor roll all years, lieutenant governors award recipient","190",170.18,29.8204286236232,NA,NA,NA,"13",NA
"16",16,"2021-10-21 13:06:06","43.7830047607421875","-79.412200927734375","Female","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Employed part time (up to 39 hours per week)","0","Less than $10,000",NA,"Less than $10,000",NA,"Live with family","5","6","Student, McDonald employee","MVP and Rookie of the year for my school's softball team, passed my G1 driver's test, achieved honour roll status all four years of high school.","148",165.1,24.6799848091358,NA,NA,NA,"13",NA
"17",17,"2021-10-21 13:01:26","43.860504150390625","-79.16179656982421875","Female","18","High school degree or equivalent (e.g. GED)","Other","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$90,000 to $99,999","$10,000 to $19,999","$50,000 to $59,999","Live with family","4","5","student","spoke at a vigil for the London Muslim family killed, graduated high school with an overall average of 96--97%","130",167.64,21.026421550297,NA,NA,NA,"13",NA
"18",18,"2021-10-21 13:36:45","43.878997802734375","-79.26380157470703125","Female","18","High school degree or equivalent (e.g. GED)","Asian","Less than a high school diploma","Less than a high school diploma","Single (never married)","Student","0","Less than $10,000","$60,000 to $69,999","$1 million to $2 million","$60,000 to $69,999","Own with mortgage","7","5","Student","Completed a 3 hour dance performance with little to no breaks","145",170.18,22.7576955285545,NA,NA,NA,"12",NA
"19",19,"2021-10-21 12:48:31","6.4474029541015625","3.3903045654296875","Female","18","High school degree or equivalent (e.g. GED)","Black or African American","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000","$60,000 to $69,999","Less than $10,000",NA,"Live with family","6","4","Student","winning a national art competition, attending swim fests, getting on the honors role in high school, my prefect positions in primary school and high school","147",170.18,23.0715947772243,NA,NA,NA,"13",NA
"20",20,"2021-10-21 14:00:15","43.8677978515625","-79.4420013427734375","Female","18","High school degree or equivalent (e.g. GED)","Asian","Associate degree (e.g. AA, AS)","Less than a high school diploma","Single (never married)","Student","0","Less than $10,000","$40,000 to $49,999","Less than $10,000","$100,000 to $149,999","Rent","5","5","Student","Honor roll","130",160.02,23.076616848852,NA,NA,NA,"11",NA
"21",21,"2021-10-21 13:26:56","43.6425933837890625","-79.40019989013671875","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000","$90,000 to $99,999","Less than $10,000","$150,000 to $249,999","Rent","6","7","none","honouralll","106",165.1,17.676205336273,NA,NA,NA,"13",NA
"22",22,"2021-10-21 13:08:57","43.795196533203125","-79.266998291015625","Female","18","High school degree or equivalent (e.g. GED)","Asian","High school degree or equivalent (e.g. GED)","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$100,000 to $149,999","Less than $10,000","Less than $10,000","Live with family","6","4","student","Governor General's Academic Medal, Most Improved Player of the Senior Girls Basketball Team","100",NA,NA,NA,NA,NA,"13",NA
"23",23,"2021-10-21 13:59:23","43.795196533203125","-79.266998291015625","Female","18","High school degree or equivalent (e.g. GED)","Other","Associate degree (e.g. AA, AS)","Some college, no degree","Single (never married)","Employed part time (up to 39 hours per week)","0","Less than $10,000","$50,000 to $59,999","$10,000 to $19,999","$40,000 to $49,999","Live with family","4","4","Part time worker at Mcdonald's","Honor Roll","85",157.48,15.5792100440506,NA,NA,NA,"11",NA
"24",24,"2021-10-21 14:03:14","43.766998291015625","-79.18280029296875","Female","18","High school degree or equivalent (e.g. GED)","Asian","High school degree or equivalent (e.g. GED)","Some college, no degree","Single (never married)","Student","0","Less than $10,000","$80,000 to $89,999","$20,000 to $29,999","$70,000 to $79,999","Live with family","3","4","Student","SHSM, Honour Roll, Dance Awards, High School Graduation, Worked a job","123",160.02,21.83402978776,NA,NA,NA,"12",NA
"25",25,"2021-10-21 13:47:42","43.848297119140625","-79.33489990234375","Female","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Some college, no degree","Single (never married)","Student","0","Less than $10,000","$100,000 to $149,999","$20,000 to $29,999","$250,000 to $499,999","Live with family","6","9","student, clinical assistant","academic scholarship, mathematics award","150",167.64,24.261255634958,NA,NA,NA,"13",NA
"26",26,"2021-10-21 13:10:45","43.5989990234375","-79.68849945068359375","Female","18","High school degree or equivalent (e.g. GED)","Asian","Some college, no degree","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$90,000 to $99,999","Less than $10,000","$100,000 to $149,999","Live with family","3","6","student","graduating high school, entering undergraduate studies","82",149.86,16.5966224700985,NA,NA,NA,"12",NA
"27",27,"2021-10-21 13:46:01","43.96710205078125","-79.24230194091796875","Female","18","High school degree or equivalent (e.g. GED)","Other","Less than a high school diploma","High school degree or equivalent (e.g. GED)","Single (never married)","Employed part time (up to 39 hours per week)","0","Less than $10,000","$40,000 to $49,999","Less than $10,000",NA,"Live with family","3","3","sales rep","graduating with honours, getting into the program I'm in now","121",160.02,21.4790049131623,NA,NA,NA,"12",NA
"28",28,"2021-10-21 14:06:06","43.688201904296875","-79.4539031982421875","Male","19","High school degree or equivalent (e.g. GED)","Other","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Self-employed","0","$10,000 to $19,999","$400,000 or more","$20,000 to $29,999","$2 million to $5 million","Live with family","8","8","Actor","Ran a 100km Ultramarathon, Rescue certified scuba diver, saved a 3 day old puppy and adopted him","115",175.26,17.0180401845213,"1080",NA,NA,"11",NA
"29",29,"2021-10-21 14:23:14","43.96710205078125","-79.24230194091796875","Female","18","High school degree or equivalent (e.g. GED)","Asian","High school degree or equivalent (e.g. GED)","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$60,000 to $69,999","$10,000 to $19,999","$100,000 to $149,999","Live with family","5","2","Student","Won awards in school","117",157.48,21.4443244135755,NA,NA,NA,"11",NA
"30",30,"2021-10-21 14:10:11","43.6638031005859375","-79.39990234375","Female","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000","$100,000 to $149,999","Less than $10,000","$100,000 to $149,999","Rent","5","5","Student","Writing a poem, drawing human anatomy","143",160.02,25.3842785337372,NA,NA,NA,"10",NA
"31",31,"2021-10-21 13:54:44","43.665496826171875","-79.42040252685546875","Male","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Employed part time (up to 39 hours per week)","0","$10,000 to $19,999","$60,000 to $69,999","$20,000 to $29,999","$90,000 to $99,999","Live with family","4","3","retail worker","paramedic in training, graduated high school, got into desired university","195",190.5,24.424291272825,NA,NA,NA,"11",NA
"32",32,"2021-10-21 14:16:43","43.678497314453125","-79.2935028076171875","Other","18","High school degree or equivalent (e.g. GED)","Other","Some college, no degree","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$70,000 to $79,999","Less than $10,000","$250,000 to $499,999","Live with family","4","6","Student, part-time tutor","OFSAA (Ontario federation school of athletic associations) bronze medal in competitive golf, made it on the women's varsity blues golf team, getting my tutoring job","106",NA,NA,NA,NA,NA,"13",NA
"33",33,"2021-10-21 14:10:23","43.838592529296875","-79.02300262451171875","Male","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Less than a high school diploma","Single (never married)","Student","0","Less than $10,000","$150,000 to $249,999","Less than $10,000","$2 million to $5 million","Live with family","6","4","student","valedictorian and music award","145",172.72,22.0932731893775,NA,NA,NA,"13",NA
"34",34,"2021-10-21 21:13:01","43.665496826171875","-79.42040252685546875","Male","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$80,000 to $89,999","Less than $10,000","$90,000 to $99,999","Rent","6","8","student","finished highschool, studying life sciences at UTSC, continue to work on physical and mental fitness","125",165.1,20.8445817644728,NA,NA,NA,"12",NA
"35",35,"2021-10-21 22:02:48","43.665496826171875","-79.42040252685546875","Male","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000","$100,000 to $149,999","Less than $10,000","$60,000 to $69,999","Other","7","8","student","basketball tournament mvp, ted talk, volunteer work","177",182.88,24.0557088858285,"1490",NA,NA,"12",NA
"36",36,"2021-10-22 02:04:14","43.75360107421875","-79.30719757080078125","Female","18","High school degree or equivalent (e.g. GED)","Asian","Less than a high school diploma","Less than a high school diploma","Single (never married)","Student","0","Less than $10,000","Less than $10,000","$10,000 to $19,999","$30,000 to $39,999","Live with family","4","5","Student","Ontario secondary school scholar","110",NA,NA,NA,NA,NA,"12",NA
"37",37,"2021-10-22 05:17:06","23.7263031005859375","90.431793212890625","Female","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000",NA,"Less than $10,000",NA,"Live with family","6","6","student","Birks medal","123",NA,NA,NA,NA,NA,"13",NA
"38",38,"2021-10-22 09:45:43","45.61279296875","-73.61859893798828125","Female","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","$60,000 to $69,999","$60,000 to $69,999","$70,000 to $79,999","$60,000 to $69,999","Live with family","5","5","student","team captain, grade 8 in piano and saxophone","136",165.1,22.6789049597464,NA,NA,NA,"10",NA
"39",39,"2021-10-22 14:55:48","43.8170013427734375","-79.28710174560546875","Female","18","High school degree or equivalent (e.g. GED)","Asian","Less than a high school diploma","Less than a high school diploma","Single (never married)","Student","0","Less than $10,000","$50,000 to $59,999","Less than $10,000","$500,000 to $1 million","Live with family","5","6","Student","Valedictorian, honour roll student, scholarship recipient","110",160.02,19.5263681028748,NA,NA,NA,"13",NA
"40",40,"2021-10-22 20:03:31","43.7693023681640625","-79.2444000244140625","Female","19","High school degree or equivalent (e.g. GED)","Asian","Doctorate or professional degree (e.g. MD, DDS, PhD)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$100,000 to $149,999","Less than $10,000","$100,000 to $149,999","Rent","6","7","student","student council president, toastmasters winner, uoft scholar, debate winner","116",160.02,20.5914427266679,NA,NA,NA,"13",NA
"41",41,"2021-10-22 23:39:56","43.6027984619140625","-79.6529998779296875","Female","18","High school degree or equivalent (e.g. GED)","White","Some college, no degree","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$70,000 to $79,999","Less than $10,000",NA,"Live with family","5","6","student","honour roll, university scholarship, university acceptance(s)","135",170.18,21.188199285206,NA,NA,NA,"13",NA
"42",42,"2021-10-22 23:58:25","43.766998291015625","-79.18280029296875","Female","18","High school degree or equivalent (e.g. GED)","Asian","High school degree or equivalent (e.g. GED)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$100,000 to $149,999","Less than $10,000","$40,000 to $49,999","Live with family","8","5","Student","High school volleyball MIP and MVP and honour roll for 4 years","142",157.48,26.0264450147669,NA,NA,NA,"12",NA
"43",43,"2021-10-23 12:45:39","28.654205322265625","77.2373046875","Female","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000","$40,000 to $49,999","Less than $10,000",NA,"Live with family","7","6","student","completing On Liberty by J S Mill, making listening and reading the news for two hours daily a habit.","117",162.56,20.1249958607872,NA,NA,NA,"13",NA
"44",44,"2021-10-24 19:00:51","43.860504150390625","-79.16179656982421875","Other","44","Some college, no degree","Black or African American","High school degree or equivalent (e.g. GED)","Associate degree (e.g. AA, AS)","Single (never married)","Student","1","$30,000 to $39,999","$30,000 to $39,999","Less than $10,000","$30,000 to $39,999","Live with family","4","4","student","valedictorian, dean's list, graduating TYP. Having the opportunity to be around some of the brightest minds, being a Black mature student at such a prominent school.","143",165.1,23.8462015385569,NA,NA,NA,"10",NA
"45",45,"2021-10-25 13:23:35","43.733795166015625","-79.33249664306640625","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Doctorate or professional degree (e.g. MD, DDS, PhD)","Single (never married)","Unemployed not currently looking for work","0","$30,000 to $39,999","$30,000 to $39,999","Less than $10,000","$50,000 to $59,999","Own with mortgage","6","3","umemployed","sprinting, frisbee award","160",170.18,25.1119398935774,NA,NA,NA,"8",NA
"46",46,"2021-10-25 15:23:58","43.658905029296875","-79.38739776611328125","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$60,000 to $69,999","$10,000 to $19,999","$150,000 to $249,999","Live with family","2","5","student, part time sales associate","sports team MVP, 5 years on honour roll","93",152.4,18.2007939773455,NA,NA,NA,"13",NA
"47",47,"2021-10-26 07:06:16","43.8762054443359375","-78.9261016845703125","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Employed part time (up to 39 hours per week)","0","Less than $10,000","$100,000 to $149,999","Less than $10,000","$150,000 to $249,999","Live with family","8","9","student, piano teacher, vocal teacher","RCM ARCT diploma in piano pedagogy and music theory, arangetram,","106",NA,NA,NA,NA,NA,"12",NA
"48",48,"2021-10-26 09:03:44","43.665496826171875","-79.42040252685546875","Female","18","High school degree or equivalent (e.g. GED)","Asian","Associate degree (e.g. AA, AS)","Some college, no degree","Single (never married)","Student","0","Less than $10,000","$70,000 to $79,999","$10,000 to $19,999","$30,000 to $39,999","Live with family","5","5","student","getting into university","135",NA,NA,NA,NA,NA,"10",NA
"49",49,"2021-10-26 10:06:00","43.792205810546875","-79.1522979736328125","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Self-employed","0","Less than $10,000","$100,000 to $149,999","$10,000 to $19,999","$500,000 to $1 million","Own with mortgage","6","6","student, part-time piano teacher","graduated high school with honours with distinction, finished up to RCM level 10 for piano, ultimate frisbee team won first in Nationals","120",160.02,21.3014924758634,NA,NA,NA,"13",NA
"50",50,"2021-10-26 11:29:13","43.8762054443359375","-78.9261016845703125","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$60,000 to $69,999","Less than $10,000","$90,000 to $99,999","Live with family","8","4","student","DECA placements","175",162.56,30.1014895353654,NA,NA,NA,"10",NA
